"set","log2fc","minuslogpv","proteinids","majorityproteinids","fastaheaders","numberofproteins","peptides","uniquepeptides","sequencecoveragep","moldotweightkda","qhvalue","score","idsfrondevi","evidenceids","chrinfo","proj","experiment","username","foldchange","pvalue","analyinfo"
"compare1similar","0.4621418638109975,-0.050612153209529255","3.232588836819474,0.2274194308493267","LOC_Os01g07910.1","LOC_Os01g07910.1",">LOC_Os01g07910.1 protein|NADH-cytochrome b5 reductase, putative, expressed","1.0","22.0","22.0","66.9","33.852","nan","165.87","79.0","26220;26221;26222;26223;26224;26225;26226;26227;26228;46332;46333;46334;46335;46336;46337;46338;46339;46340;57490;57491;57492;57493;57494;57495;57496;57497;57498;57499;57500;57501;57502;57503;57504;57505;57506;57507;57508;57509;57510;107815;107816;107817;107818;107819;107820;107821;107822;107823;107824;107825;107826;107827;107828;107829;107830;107831;107832;107833;107834;109138;142237;142238;142239;142240;142241;142242;142243;142244;142245;142246;142247;146710;146711;146712;146713;146714;146715;146716;146717;146718;146719;146720;146721;146722;146723;146724;146725;146726;146727;146728;146729;146730;146731;146732;162461;162462;162463;162464;162465;162466;162467;162468;162469;162470;162471;162472;162473;162474;162475;162476;162477;193795;193796;193797;193798;193799;193800;193801;193802;193803;193804;193805;193806;193807;193808;193809;193810;276514;276515;276516;276517;276518;276519;276520;276521;276522;276523;276524;287860;287861;287862;287863;287864;287865;287866;287867;350531;350532;350533;350534;350535;350536;350537;350538;350539;350540;350541;350542;350543;350544;350545;350546;350547;350548;350549;350550;350551;350552;350553;350554;350555;368491;368492;368493;368494;368495;368496;382543;382544;382545;382546;382547;382548;382549;382550;382551;382552;382553;382554;382555;382556;382557;382558;382559;382560;382561;426282;426283;426284;426285;426286;426287;426288;426289;426290;426291;426292;426293;426294;426295;426296;477331;477332;477333;477334;477335;477336;477337;477338;477339;477340;477341;477342;477343;477344;477345;477346;477347;477348;477349;477350;477351;477352;477353;477354;477355;477356;477357;477358;477359;477360;477361;487703;487704;487705;487706;487707;487708;487709;487710;487711;487712;487713;487714;487715;487716;487717;487718;487719;487720;487721;487722;487723;487724;487725;487726;487727;487728;487729;487730;487731;487732;487733;487734;487735;487736;487737","LOC_Os01g07910.1:Chr1:3824230","forPPT","PPT1projLFQ_AnI;A1","ppt","0.4621418638109975,-0.050612153209529255","0.03945522332341525,  0.7965865992178217","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.2185168980526982,-0.14696703359557703","3.6042520415291794,2.706942984501601","LOC_Os01g09000.1","LOC_Os01g09000.1",">LOC_Os01g09000.1 protein|glutaminyl-tRNA synthetase, putative, expressed","1.0","21.0","16.0","35.8","89.902","nan","76.715","93.0","8843;8844;8845;8846;8847;8848;8849;39799;39800;39801;39802;39803;39804;39805;39806;39807;39808;39809;39810;39811;39812;39813;39814;39815;39816;39817;39818;41180;41181;41182;41183;41184;41185;41186;41187;41188;41189;41190;41191;41192;41193;41194;41195;90207;90208;90209;90210;95778;95779;95780;95781;95782;95783;152981;152982;152983;152984;152985;152986;152987;152988;152989;171037;171038;171039;171040;171041;171042;171043;171044;171045;173008;173009;173010;173011;173012;173013;173014;173015;173016;173017;173018;173019;173020;173021;186442;186443;186444;186445;186446;186447;186448;186449;186450;186451;186452;186453;186454;186455;186456;186457;186458;186459;186460;186461;186462;186463;186464;186465;186466;186467;186468;186469;186470;186471;186472;186473;186474;186475;186476;271472;271473;271474;271475;271476;271477;271478;271479;271480;271481;283986;283987;283988;283989;283990;283991;283992;290882;290883;290884;290885;290886;298071;298072;298073;298074;306662;306663;306664;306665;306666;306667;306668;306669;306670;306671;306672;306673;306674;306675;306676;306677;306678;306679;400692;400693;400694;400695;400696;400697;400698;400699;400700;400701;400702;400703;400704;400705;400706;400707;400708;400709;400710;400711;400712;400713;400714;400715;400716;439287;439288;439289;493761;493762;493763;493764;493765;493766;493767;493768;493769;493770;493771;493772;495097;495098;495099;495100;528184;528185;528186;528187;528188;528189;528190;541245;541246;541247;541248;541249;541250;541251;541252;541253;550241;550242;550243;550244;550245;550246;550247;550248","LOC_Os01g09000.1:Chr1:4520309","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.2185168980526982,-0.14696703359557703","0.027207787499495147,  0.06674052198608","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.5490360015804876,-0.24859434309951842","3.441729902253105,1.9080348987938909","LOC_Os01g09010.1","LOC_Os01g09010.1",">LOC_Os01g09010.1 protein|transferase family protein, putative, expressed","1.0","27.0","27.0","72.8","46.166","nan","177.75","94.0","21631;21632;21633;21634;21635;21636;21637;21638;21639;23956;23957;23958;36804;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;36815;36816;36817;36818;36819;38779;38780;38781;38782;38783;38784;38785;38786;38787;38788;38789;38790;38791;38792;38793;38794;38795;38796;38797;38798;38799;38800;38801;38802;38803;38804;38805;46970;46971;46972;46973;46974;46975;46976;46977;46978;46979;71405;71406;71407;71408;71409;71410;71411;98907;98908;98909;98910;98911;122859;122860;122861;122862;122863;122864;122865;122866;122867;122868;122869;122870;122871;122872;122873;122874;122875;122876;122877;122878;122879;122880;122881;122882;122883;122884;122885;122886;122887;122888;122889;122890;122891;122892;122893;122894;122895;122896;122897;122898;122899;122900;122901;122902;122903;122904;122905;122906;122907;122908;122909;122910;122911;122912;122913;122914;122915;122916;122917;122918;122919;124979;124980;124981;124982;124983;124984;124985;136545;136546;136547;136548;136549;136550;136551;136552;136553;139275;139276;139277;139278;139279;139280;139281;139282;139283;139284;139285;139286;139287;139288;139289;139290;139291;139292;139293;139294;139295;139296;139297;139298;139299;139300;139301;139302;139303;139304;139305;139306;139307;139308;143983;143984;143985;143986;143987;143988;143989;143990;143991;143992;143993;143994;143995;143996;143997;143998;143999;144000;144001;144002;144003;144004;144005;144006;144007;144008;144009;144010;144011;144012;144013;144014;175688;175689;175690;175691;175692;175693;175694;175695;175696;175697;175698;175699;175700;175701;175702;175703;175704;175705;175706;175707;175708;175709;175710;175711;175712;195140;195141;195142;195143;195144;195145;195146;195147;195148;195149;195150;195151;195152;195153;195154;195155;195156;195157;195158;195159;238309;238310;238311;238312;238313;238314;238315;238316;238317;238318;238319;238320;238321;238322;238323;244510;244511;244512;244513;244514;244515;244516;244517;244518;244519;244520;244521;244522;244523;244524;244525;244526;244527;244528;244529;277961;277962;277963;277964;277965;277966;277967;277968;277969;286449;286450;286451;286452;286453;286454;286455;286456;286457;286458;286459;286460;286461;286462;286463;286464;286465;286466;286467;286468;286469;286470;286471;335389;335390;335391;335392;335393;335394;335395;335396;335397;335398;335399;335400;335401;335402;335403;335404;335405;335406;335407;345459;345460;345461;345462;345463;345464;345465;345466;345467;345468;345469;345470;345471;345472;345473;345474;345475;345476;345477;345478;345479;345480;345481;345482;345483;345484;345485;349500;349501;349502;349503;349504;349505;349506;349507;349508;349509;349510;349511;349512;349513;349514;349515;349516;349517;349518;349519;349520;349521;349522;349523;349524;349525;349526;349527;349528;349529;349530;349531;349532;349533;349534;349535;349536;349537;349538;349539;349540;349541;349542;349543;349544;349545;349546;349547;349548;349549;349550;349551;349552;349553;349554;349555;406719;406720;406721;406722;406723;406724;406725;406726;406727;406728;406729;406730;406731;406732;406733;406734;406735;406736;406737;406738;406739;406740;500204;500205;500206;500207;500208;500209;500210","LOC_Os01g09010.1:Chr1:4528309","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.5490360015804876,-0.24859434309951842","0.032009264506589634,  0.14837166564443338","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","1.3801784804176185,0.44999504886176034","3.018327407470367,0.45498274113489634","LOC_Os01g09540.1","LOC_Os01g09540.1",">LOC_Os01g09540.1 protein|HAD superfamily phosphatase, putative, expressed","1.0","10.0","10.0","31.7","32.968","nan","61.091","100.0","50602;50603;50604;50605;50606;50607;50608;50609;50610;50611;50612;50613;50614;50615;50616;50617;50618;50619;50620;50621;50622;50623;50624;50625;100745;244759;244760;244761;244762;244763;244764;244765;244766;244767;244768;244769;244770;244771;244772;244773;244774;244775;244776;244777;251380;251381;251382;251383;251384;251385;251386;251387;251388;251389;251390;251391;251392;251393;251394;251395;251396;251397;251398;251399;251400;251401;251402;251403;251404;251405;251406;259954;259955;259956;259957;259958;259959;259960;259961;259962;313523;313524;313525;313526;442246;442247;442248;442249;442250;442251;442252;442253;442254;442255;442256;442257;442258;442259;442260;442261;442262;442263;442264;442265;442266;442267;442268;442269;442270;442271;442272;442273;442274;442275;442276;446137;492535;492536;492537;492538;492539;492540;492541","LOC_Os01g09540.1:Chr1:4872916","forPPT","PPT1projLFQ_AnI;A1","ppt","1.3801784804176185,0.44999504886176034","0.04888291121566554,  0.6344589178946138","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.8955673910856926,-0.9836313184588055","4.405203123865826,2.1970069419111837","LOC_Os01g11620.1;LOC_Os01g11620.2","LOC_Os01g11620.1;LOC_Os01g11620.2",">LOC_Os01g11620.1 protein|GDSL-like lipase/acylhydrolase, putative, expressed;>LOC_Os01g11620.2 protein|GDSL-like lipase/acylhydrolase, putative, expressed","2.0","6.0","5.0","20.5","38.951","nan","12.921","120.0","131153;131154;131155;131156;131157;131158;131159;131160;131161;381299;381300;381301;381302;381303;411208;420180;420181;437692;437693;437694;437695;437696;437697;437698;437699;496378;496379","LOC_Os01g11620.1:Chr1:6267560^^LOC_Os01g11620.2:Chr1:6267560","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.8955673910856926,-0.9836313184588055","0.012213625284080014,  0.11113529545659365","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.41864067347356,-0.04458596235841795","3.696909213252739,0.2864148602148019","LOC_Os01g14580.1","LOC_Os01g14580.1",">LOC_Os01g14580.1 protein|dehydrogenase, putative, expressed","1.0","18.0","8.0","40.1","46.57","nan","28.647","150.0","29751;29752;29753;29754;29755;29756;29757;29758;54569;54570;83131;83132;83133;83134;83135;83136;83137;83138;83139;83140;83141;83142;83143;83144;83145;83146;83147;83148;83149;83150;83151;83152;83153;83154;83155;83156;83157;83158;83159;83160;83161;83162;83490;83491;83492;83493;83494;83495;83496;83497;83498;83499;83500;83795;83796;83797;83798;83799;83800;83801;83802;83803;83804;83805;83806;83807;83808;83809;83810;83811;83812;83813;83814;83815;83816;83817;83818;83819;83820;83821;134790;134791;134792;134793;134794;134795;134796;134797;134798;134799;195585;280172;280173;280174;280175;280176;280177;280178;280179;280180;293254;293255;293256;293257;293258;293259;293260;293261;293262;293263;293264;293265;293266;293267;293268;293269;293270;293271;293272;293273;293274;293275;293276;293277;293278;293279;293280;293281;293282;293283;293284;293285;293286;293287;293288;293289;293290;293291;293292;293293;293294;293295;294265;294266;294267;294268;294269;294270;294271;294272;294273;294274;294275;294276;294277;294278;294279;294280;294281;294282;294283;294284;294285;294286;294287;294288;294289;294290;294291;328814;328815;328816;328817;328818;328819;328820;328821;328822;328823;362061;362062;362063;362064;362065;362066;362067;362068;362069;362070;362071;362072;362073;403569;403570;403571;403572;403573;403574;403575;403576;403577;403578;403579;403580;403581;403582;403583;403584;403585;403586;403587;403588;403589;403590;403591;499128;499129;499130;499131;499132;499133;499134;499135;540221;540222;540223;540224;540225;540226;540227;540228;540229;540230;540231;540232;554158;554159;554160;554161;554162;554163;554164;554165;554166;554167;554168;554169;554170","LOC_Os01g14580.1:Chr1:8170505","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.41864067347356,-0.04458596235841795","0.024800059831522024,  0.7509510116172504","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","0.6411442900641783,0.27827456793524774","5.437796713619567,1.3187707355123282","LOC_Os01g14670.1","LOC_Os01g14670.1",">LOC_Os01g14670.1 protein|Cupin domain containing protein, expressed","1.0","6.0","4.0","44.9","23.194","nan","50.755","151.0","16217;16218;16219;16220;16221;16222;16223;16224;16225;16226;16227;16228;16229;175763;175764;175765;175766;175767;175768;175769;175770;175771;212843;212844;212845;212846;212847;212848;212849;212850;212851;212852;212853;212854;212855;212856;212857;212858;212859;212860;212861;212862;371964;371965;371966;371967;371968;371969;371970;371971;371972;371973;371974;371975;371976;371977;371978;371979;371980;371981;371982;371983;371984;452478;452479;452480;452481;452482;452483;452484;452485;452486;452487;452488;452489;452490;452491;452492;452493;512627;512628;512629;512630;512631;512632;512633","LOC_Os01g14670.1:Chr1:8206731","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6411442900641783,0.27827456793524774","0.004349054935814969,  0.2674638838215873","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-1.170835521520477,-0.727974140366116","3.61689269234396,2.5544610798960234","LOC_Os01g25610.1","LOC_Os01g25610.1",">LOC_Os01g25610.1 protein|40S ribosomal protein S4, putative, expressed","1.0","17.0","1.0","60.4","29.807","nan","16.61","221.0","41521;41522;41523;41524;41525;41526;41527;41528;41529;41530;41531;41532;41533;41534;41535;41536;119509;119510;119511;119512;119513;119514;119515;119516;119517;119518;119519;119520;119521;119522;119523;119524;119525;119526;126940;126941;126942;126943;126944;126945;126946;126947;126948;126949;126950;126951;126952;126953;126954;126955;126956;126957;126958;126959;126960;126961;126962;126963;126964;126965;167886;167887;167888;167889;167890;167891;167892;167893;167894;167895;167896;167897;167898;167899;167900;167901;167902;167903;167904;178390;178391;178392;178393;178394;178395;178396;178397;178398;178399;178400;178401;178402;178403;178404;178405;178406;178407;178408;178409;178410;178411;178412;178413;178414;178415;178416;178417;178418;184016;184017;184018;184019;184020;184021;184022;184023;184024;184025;184026;184027;184028;184029;184030;184031;184032;184033;184034;212220;212221;212222;212223;212224;212225;212226;212227;212228;212229;212230;212231;212232;212233;212234;212235;286694;286695;286696;286697;286698;286699;286700;286701;286702;286703;286704;286705;286706;286707;286708;286709;286710;286711;286712;286713;286714;286715;286716;286717;286718;286719;286720;286721;286722;286723;288603;288604;288605;288606;288607;288608;288609;288610;288611;288612;288613;288614;288615;288616;288617;288618;288619;288620;288621;288622;288623;288624;288625;288626;288627;299832;316170;316171;316172;316173;316174;316175;316176;316177;316178;316179;316180;316181;316182;316183;316184;316185;316186;316187;316188;316189;316190;316191;316192;316193;316194;316195;316196;316197;316198;316199;316200;316201;316202;316203;316204;319552;319553;319554;319555;319556;319557;319558;319559;319560;319561;319562;319563;319564;319565;319566;319567;319568;319569;319570;319571;319572;319573;319574;442926;442927;442928;442929;442930;442931;442932;442933;442934;442935;442936;442937;442938;442939;442940;442941;442942;442943;442944;442945;442946;442947;442948;442949;442950;442951;442952;442953;442954;442955;442956;442957;442958;442959;442960;442961;442962;442963;442964;442965;442966;442967;442968;442969;442970;442971;442972;442973;452137;452138;452139;452140;452141;452142;452143;452144;452145;452146;452147;452148;452149;452150;452151;452152;452153;452154;452155;452156;452157;452158;452159;452160;452161;452162;452163;452164;452165;452166;452167;452168;452169;452170;452171;452172;452173;452174;452175;452176;452177;452178;452179;452180;452181;452182;452183;452184;452185;452186;452187;452188;452189;452190;452191;452192;452193;452194;452195;452196;452197;452198;452199;452200;452201;452202;452203;452204;452205;452206;452207;452208;472865;472866;472867;472868;472869;472870;472871;472872;472873;472874;472875;472876;472877;472878;472879;472880;472881;472882;472883;472884;472885;472886;472887;472888;472889;472890;472891","LOC_Os01g25610.1:Chr1:14513419","forPPT","PPT1projLFQ_AnI;A1","ppt","-1.170835521520477,-0.727974140366116","0.026866027940583483,  0.07773411325738026","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.17621084260962155,0.033521604821074615","3.1532179850924282,0.20846854517258445","LOC_Os01g27520.1;LOC_Os01g27520.2","LOC_Os01g27520.1;LOC_Os01g27520.2",">LOC_Os01g27520.1 protein|tRNA synthetases class II domain containing protein, expressed;>LOC_Os01g27520.2 protein|tRNA synthetases class II domain containing protein, expressed","2.0","34.0","34.0","47.8","62.588","nan","274.59","229.0","12194;12195;12196;12197;12198;12199;12200;12201;12202;12203;12204;12205;12206;12207;12208;12209;12210;12211;12212;12213;12214;12215;12216;12217;12218;12219;12220;12221;12222;12223;12224;12225;12226;12227;12228;12229;12230;12231;12232;12233;12234;51857;51858;51859;51860;51861;51862;51863;51864;51865;51866;51867;51868;51869;51870;51871;51872;51873;51874;51875;51876;51877;51878;51879;51880;51881;51882;51883;51884;51885;51886;51887;51888;51889;51890;51891;51892;51893;51894;51895;51896;51897;51898;51899;51900;51901;51902;51903;99382;109582;109583;109584;109585;109586;109587;109588;109589;109590;109591;109592;109593;109594;113399;113400;113401;113402;113403;113404;128113;128114;128115;128116;128117;128118;128119;128120;203796;203797;203798;203799;203800;203801;203802;203803;203804;203805;203806;203807;203808;203809;203810;203811;203812;203813;203814;203815;203816;203817;203818;203819;203820;203821;203822;235746;235747;235748;235749;235750;235751;235752;235753;235754;235755;263250;263251;263252;263253;263254;263255;263256;263257;263258;263259;263260;263261;263262;263263;263264;263265;263266;263267;263268;263269;263270;263271;263272;263273;263274;263275;263276;263277;263278;263279;263280;263281;263282;263283;263284;263285;263286;263287;263288;281693;281694;281695;281696;281697;281698;281699;281700;281701;281702;281703;281704;281705;281706;281707;281708;281709;281710;281711;281712;281713;281714;309543;309544;309545;309546;309547;309548;309549;309550;309551;309552;309553;309554;309555;309556;309557;309558;309559;309560;309561;309562;309563;309564;309565;309566;309567;309568;322739;322740;322741;322742;322743;322744;322745;322746;322747;322748;322749;322750;322751;322752;322753;322754;322755;322756;322757;322758;322759;322760;322761;322762;322763;322764;322765;343608;343609;343610;343611;343612;343613;343614;343615;343616;343617;343618;343619;343620;374642;379594;379595;379596;379597;379598;379599;379600;379601;379602;379603;379604;412375;412376;412377;412378;412379;412380;412381;412382;412383;412384;412385;412386;412387;412388;412389;412390;412391;412392;412393;412394;412395;412396;453580;453581;453582;453583;453584;453585;453586;453587;453588;453589;453590;453591;453592;453593;453594;453595;453596;453597;453598;453599;453600;453601;467727;467728;467729;467730;467731;467732;467733;467734;467735;467736;467737;467738;467739;467740;467741;467742;467743;467744;467745;467746;467747;467748;467749;483257;483258;483259;483260;483261;483262;483263;483264;484104;484105;484106;484107;484853;484854;484855;484856;484857;484858;484859;484860;484861;484862;484863;484864;484865;484866;484867;484868;484869;484870;484871;484872;484873;484874;484875;488854;488855;488856;488857;488858;488859;488860;488861;488862;488863;488864;488865;488866;488867;488868;488869;488870;488871;488872;488873;488874;488875;488876;495671;495672;495673;495674;495675;495676;495677;495678;495679;495680;495681;495682;495683;495684;495685;495686;495687;495688;495689;495690;495691;532735;532736;532737;532738;532739;532740;532741;532742;532743;532744;532745;532746;532747;532748;532749;532750;532751;532752;532753;532754;532755;532756;532757;532758;532820;532821;532822;532823;532824;532825;532826;532827;532828;554769;554770;554771;554772;554773;554774;554775;554776;554777;554778;554779;554780;554781;554782;554783;554784;554785;554786;554787;554788;554789;554790;554791;554792;554793;554794;554795","LOC_Os01g27520.1:Chr1:15360071^^LOC_Os01g27520.2:Chr1:15360071","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.17621084260962155,0.033521604821074615","0.042714450999854985,  0.8118265701655908","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.510458477266821,-0.2897423369524938","3.6252250107742303,1.3952732900497715","LOC_Os01g39310.3;LOC_Os01g39310.1","LOC_Os01g39310.3;LOC_Os01g39310.1",">LOC_Os01g39310.3 protein|SEY1, putative, expressed;>LOC_Os01g39310.1 protein|SEY1, putative, expressed","2.0","17.0","17.0","35.5","80.097","nan","69.164","278.0","13649;13650;13651;13652;13653;13654;13655;13656;13657;13658;13659;13660;31068;31069;80868;80869;80870;80871;80872;80873;80874;80875;80876;80877;80878;80879;80880;80881;126319;126320;126321;126322;126323;126324;126325;141378;141379;141380;141381;141382;141383;141384;192120;192121;192122;192123;192124;192125;210229;210230;210231;210232;210233;210234;210235;210236;247308;247309;247310;247311;247312;306169;306170;306171;306172;306173;306174;306175;306176;306177;306178;306179;306554;306555;306556;306557;413396;413397;413398;413399;413400;413401;413402;413403;431337;431338;431339;431340;431341;431342;431343;431344;431345;431346;431347;431348;455078;455079;455080;455081;455082;455083;455084;455085;455086;455087;455747;455748;455749;455750;455751;455752;455753;455754;455755;461619;461620;461621;461622;461623;461624;496679;496680;496681;496682;496683;496684;496685;496686;496687;496688;496689;533799;533800;533801;533802;533803;533804;533805;533806;533807;533808;533809","LOC_Os01g39310.3:Chr1:22121502^^LOC_Os01g39310.1:Chr1:22121502","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.510458477266821,-0.2897423369524938","0.02664310167690058,  0.2477653153185508","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.460492717648733,-0.33616320002999633","3.4275371136899455,2.589245196481385","LOC_Os01g39960.1","LOC_Os01g39960.1",">LOC_Os01g39960.1 protein|lycopene epsilon cyclase, chloroplast precursor, putative, expressed","1.0","13.0","13.0","28.1","60.136","nan","37.488","282.0","72115;72116;72117;72118;72119;72120;72121;72122;85743;85744;85745;85746;85747;85748;85749;85750;85751;85752;85753;85754;85755;85756;85757;85758;97496;97497;97498;97499;97500;97501;97502;97503;200926;200927;200928;200929;200930;200931;200932;200933;200934;200935;214741;214742;214743;214744;214745;214746;214747;214748;214749;214750;214751;214752;214753;214754;214755;214756;214757;268157;268158;268159;268160;268161;268162;268163;268164;268165;273153;273154;273155;273156;273157;278367;278368;278369;278370;278371;278372;278373;278374;278375;278376;278377;278378;278379;278380;278381;278382;278383;278384;278385;302256;302257;302258;302259;302260;302261;302262;302263;302264;302265;302266;302267;302268;302269;302270;302271;302272;363737;363738;363739;363740;363741;363742;363743;363744;363745;363746;363747;363748;363749;363750;363751;363752;363753;524522;524523;524524;524525;524526;524527;544225;544226;544227;544228;544229;544230;544231;544232;544233;544234;544235;544236;544237;544238;544239;544240;544241;544242","LOC_Os01g39960.1:Chr1:22535100","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.460492717648733,-0.33616320002999633","0.032466804433149116,  0.07507668685144978","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar","-0.7366448734792016,-0.31936168462845155","4.517063663075787,1.9526024248274982","LOC_Os01g42480.2;LOC_Os01g42480.1","LOC_Os01g42480.2;LOC_Os01g42480.1",">LOC_Os01g42480.2 protein|Yip1 domain containing protein, expressed;>LOC_Os01g42480.1 protein|Yip1 domain containing protein, expressed","2.0","3.0","3.0","20.5","24.667","nan","9.0321","299.0","160091;160092;160093;160094;160095;160096;160097;160098;238615;238616;238617;238618;238619;238620;247401;247402;247403;247404;247405;247406;247407;247408;247409","LOC_Os01g42480.2:Chr1:24153920^^LOC_Os01g42480.1:Chr1:24153920","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.7366448734792016,-0.31936168462845155","0.010921044499788436,  0.14190429537639845","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
